"TOA5","CR6","CR6","3702","CR6.14.4.0","CPU:Gill_R3-50.CR6","258","gill_20hz"
"TIMESTAMP","RECORD","staA","staD","Ux_gill","Uy_gill","Uz_gill","temp_gill","AWS"
"TS","RN","none","none","m/s","m/s","m/s","Celsius",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-09-23 16:41:02.35",108843,6,1,6.08,0.1,0.51,34.7,6.080822
"2025-09-23 16:41:02.4",108844,1,10,6.2,0.1,-0.19,34.69,6.200806
"2025-09-23 16:41:02.45",108845,2,38,5.61,0.06,0.12,34.68,5.610321
"2025-09-23 16:41:02.5",108846,3,0,5.16,0.28,0.14,34.69,5.167591
"2025-09-23 16:41:02.55",108847,4,0,5.3,0.25,-0.28,34.68,5.305893
"2025-09-23 16:41:02.6",108848,5,0,5.4,-0.08,-0.45,34.7,5.400593
"2025-09-23 16:41:02.65",108849,6,1,5.94,-0.44,0.04,34.71,5.956274
"2025-09-23 16:41:02.7",108850,1,10,6.14,0.23,-0.21,34.7,6.144306
"2025-09-23 16:41:02.75",108851,2,38,5.71,0,-0.03,34.68,5.71
"2025-09-23 16:41:02.8",108852,3,0,5.33,0.2,0.11,34.68,5.333751
"2025-09-23 16:41:02.85",108853,4,0,5.51,0.21,0.14,34.71,5.514
"2025-09-23 16:41:02.9",108854,5,0,5.97,-0.29,0.07,34.68,5.977039
"2025-09-23 16:41:02.95",108855,6,1,5.71,0.24,-0.07,34.7,5.715041
"2025-09-23 16:41:03",108856,1,10,5.98,-0.17,0.14,34.69,5.982416
"2025-09-23 16:41:03.05",108857,2,38,6.15,-0.17,0.43,34.69,6.152349
"2025-09-23 16:41:03.1",108858,3,0,6.3,0.18,0.17,34.71,6.302571
"2025-09-23 16:41:03.15",108859,4,0,5.81,0.14,0.17,34.68,5.811687
"2025-09-23 16:41:03.2",108860,5,0,6.17,-0.42,-0.32,34.7,6.184278
"2025-09-23 16:41:03.25",108861,6,1,5.56,-0.11,0.01,34.7,5.561088
"2025-09-23 16:41:03.3",108862,1,10,5.39,0.17,0.49,34.7,5.39268
"2025-09-23 16:41:03.35",108863,2,38,5.46,0.53,0.52,34.69,5.485663
"2025-09-23 16:41:03.4",108864,3,0,5.04,0.45,0.14,34.68,5.06005
"2025-09-23 16:41:03.45",108865,4,0,5.03,0.02,-0.13,34.66,5.03004
"2025-09-23 16:41:03.5",108866,5,0,5.05,-0.11,0.08,34.68,5.051198
"2025-09-23 16:41:03.55",108867,6,1,4.46,0.44,0.09,34.67,4.481651
"2025-09-23 16:41:03.6",108868,1,10,4.41,0.1,-0.4,34.69,4.411134
"2025-09-23 16:41:03.65",108869,2,38,4.71,-0.2,-0.44,34.7,4.714244
"2025-09-23 16:41:03.7",108870,3,0,5.15,0,-0.21,34.7,5.15
"2025-09-23 16:41:03.75",108871,4,0,5.19,-0.06,-0.07,34.68,5.190347
"2025-09-23 16:41:03.8",108872,5,0,5.89,0,0.08,34.7,5.89
"2025-09-23 16:41:03.85",108873,6,1,6.04,-0.2,0.02,34.68,6.04331
"2025-09-23 16:41:03.9",108874,1,10,5.96,-0.13,0.17,34.69,5.961418
"2025-09-23 16:41:03.95",108875,2,38,5.65,0.43,-0.16,34.7,5.666339
"2025-09-23 16:41:04",108876,3,0,5.96,0.05,-0.12,34.68,5.960209
"2025-09-23 16:41:04.05",108877,4,0,5.82,-0.16,-0.42,34.73,5.822199
"2025-09-23 16:41:04.1",108878,5,0,5.66,-0.09,0.01,34.69,5.660715
"2025-09-23 16:41:04.15",108879,6,1,5.57,0.23,0.01,34.72,5.574747
"2025-09-23 16:41:04.2",108880,1,10,5.92,-0.13,0.15,34.69,5.921427
"2025-09-23 16:41:04.25",108881,2,38,5.52,0.04,0.52,34.67,5.520145
"2025-09-23 16:41:04.3",108882,3,0,5.31,-0.37,0.63,34.69,5.322875
"2025-09-23 16:41:04.35",108883,4,0,4.77,0.49,-0.53,34.68,4.795102
"2025-09-23 16:41:04.4",108884,5,0,5.18,0.67,-0.27,34.68,5.22315
"2025-09-23 16:41:04.45",108885,6,1,5.63,0.04,-0.01,34.69,5.630142
"2025-09-23 16:41:04.5",108886,1,10,5.52,0.08,0.41,34.71,5.52058
"2025-09-23 16:41:04.55",108887,2,38,5.37,0.05,0.23,34.69,5.370233
"2025-09-23 16:41:04.6",108888,3,0,4.87,-0.19,-0.3,34.68,4.873705
"2025-09-23 16:41:04.65",108889,4,0,5.24,-0.67,-0.4,34.72,5.28266
"2025-09-23 16:41:04.7",108890,5,0,4.8,-0.13,-0.29,34.69,4.80176
"2025-09-23 16:41:04.75",108891,6,1,5.08,0.48,-0.49,34.7,5.102627
"2025-09-23 16:41:04.8",108892,1,10,5.33,0.1,-0.42,34.68,5.330938
"2025-09-23 16:41:04.85",108893,2,38,5.51,0.13,-0.08,34.71,5.511533
"2025-09-23 16:41:04.9",108894,3,0,5.47,0.17,-0.01,34.69,5.472641
"2025-09-23 16:41:04.95",108895,4,0,5.51,0.1,0.26,34.67,5.510908
"2025-09-23 16:41:05",108896,5,0,5.58,0.01,0.23,34.67,5.580009
"2025-09-23 16:41:05.05",108897,6,1,5.54,0.04,0.27,34.71,5.540144
"2025-09-23 16:41:05.1",108898,1,10,4.87,-0.64,-0.69,34.71,4.911873
"2025-09-23 16:41:05.15",108899,2,38,4.43,-0.14,-0.88,34.69,4.432211
"2025-09-23 16:41:05.2",108900,3,0,4.75,0.29,-0.78,34.67,4.758844
"2025-09-23 16:41:05.25",108901,4,0,5.75,-0.18,-0.34,34.69,5.752817
"2025-09-23 16:41:05.3",108902,5,0,5.64,0.17,-0.01,34.69,5.642561
"2025-09-23 16:41:05.35",108903,6,1,5.52,0.2,-0.03,34.66,5.523622
"2025-09-23 16:41:05.4",108904,1,10,5.59,0.16,0.16,34.7,5.592289
"2025-09-23 16:41:05.45",108905,2,38,5.61,0.12,0.23,34.67,5.611283
"2025-09-23 16:41:05.5",108906,3,0,5.77,0.24,0.6,34.69,5.774989
"2025-09-23 16:41:05.55",108907,4,0,5.55,-0.11,-0.25,34.71,5.55109
"2025-09-23 16:41:05.6",108908,5,0,5.65,-0.42,-0.18,34.69,5.665589
"2025-09-23 16:41:05.65",108909,6,1,5.87,-0.1,0.17,34.7,5.870852
"2025-09-23 16:41:05.7",108910,1,10,5.42,0.08,-0.21,34.69,5.42059
"2025-09-23 16:41:05.75",108911,2,38,5.5,-0.19,-0.52,34.7,5.503281
"2025-09-23 16:41:05.8",108912,3,0,5.57,-0.09,0.01,34.67,5.570727
"2025-09-23 16:41:05.85",108913,4,0,5.53,0.21,0.49,34.7,5.533986
"2025-09-23 16:41:05.9",108914,5,0,5.11,0.51,0.04,34.7,5.135387
"2025-09-23 16:41:05.95",108915,6,1,4.85,0.12,-0.45,34.68,4.851484
"2025-09-23 16:41:06",108916,1,10,5.41,0.18,-0.18,34.69,5.412993
"2025-09-23 16:41:06.05",108917,2,38,5.62,-0.26,-0.39,34.67,5.626011
"2025-09-23 16:41:06.1",108918,3,0,5.55,0.16,0.13,34.7,5.552306
"2025-09-23 16:41:06.15",108919,4,0,5.29,0.34,0.21,34.68,5.300915
"2025-09-23 16:41:06.2",108920,5,0,5.63,0.14,0.11,34.69,5.631741
"2025-09-23 16:41:06.25",108921,6,1,5.86,-0.11,-0.21,34.69,5.861032
"2025-09-23 16:41:06.3",108922,1,10,5.42,0.38,-0.36,34.69,5.433305
"2025-09-23 16:41:06.35",108923,2,38,5.6,-0.11,-0.54,34.67,5.60108
"2025-09-23 16:41:06.4",108924,3,0,5.85,0.23,-0.16,34.67,5.854519
"2025-09-23 16:41:06.45",108925,4,0,5.91,-0.08,0.17,34.7,5.910541
"2025-09-23 16:41:06.5",108926,5,0,6.33,-0.44,0.26,34.69,6.345273
"2025-09-23 16:41:06.55",108927,6,1,5.94,0.25,-0.19,34.67,5.945259
"2025-09-23 16:41:06.6",108928,1,10,5.72,0.16,-0.05,34.71,5.722237
"2025-09-23 16:41:06.65",108929,2,38,5.96,-0.22,0.14,34.68,5.964059
"2025-09-23 16:41:06.7",108930,3,0,5.59,0.2,0.35,34.69,5.593577
"2025-09-23 16:41:06.75",108931,4,0,5.32,0.11,0.04,34.67,5.321137
"2025-09-23 16:41:06.8",108932,5,0,5.62,-0.1,0.22,34.7,5.62089
"2025-09-23 16:41:06.85",108933,6,1,5.95,-0.32,-0.14,34.69,5.958599
"2025-09-23 16:41:06.9",108934,1,10,5.53,0.06,0.38,34.7,5.530325
"2025-09-23 16:41:06.95",108935,2,38,5.29,0.32,0.17,34.7,5.29967
"2025-09-23 16:41:07",108936,3,0,4.79,0.35,-0.11,34.7,4.80277
"2025-09-23 16:41:07.05",108937,4,0,4.92,-0.18,-0.62,34.66,4.923292
"2025-09-23 16:41:07.1",108938,5,0,5.12,-0.4,-0.34,34.68,5.135601
"2025-09-23 16:41:07.15",108939,6,1,4.94,0.3,-0.35,34.7,4.949101
"2025-09-23 16:41:07.2",108940,1,10,5.13,0.35,-0.34,34.68,5.141926
"2025-09-23 16:41:07.25",108941,2,38,5.24,0.28,-0.4,34.67,5.247475
"2025-09-23 16:41:07.3",108942,3,0,5.31,0.05,-0.06,34.68,5.310236
"2025-09-23 16:41:07.35",108943,4,0,5.6,0.17,0.23,34.69,5.60258
"2025-09-23 16:41:07.4",108944,5,0,5.7,0.07,0.02,34.7,5.70043
"2025-09-23 16:41:07.45",108945,6,1,6.06,-0.12,0.07,34.69,6.061188
"2025-09-23 16:41:07.5",108946,1,10,5.9,-0.11,-0.04,34.7,5.901025
"2025-09-23 16:41:07.55",108947,2,38,5.8,-0.21,0.15,34.69,5.803801
"2025-09-23 16:41:07.6",108948,3,0,6.13,-0.47,0.19,34.67,6.147992
"2025-09-23 16:41:07.65",108949,4,0,6.14,0.18,0.51,34.69,6.142638
"2025-09-23 16:41:07.7",108950,5,0,6.07,-0.12,0.19,34.68,6.071186
"2025-09-23 16:41:07.75",108951,6,1,5.7,0.2,0.04,34.69,5.703507
"2025-09-23 16:41:07.8",108952,1,10,5.61,0.27,-0.08,34.66,5.616494
"2025-09-23 16:41:07.85",108953,2,38,5.71,0.18,-0.03,34.66,5.712836
"2025-09-23 16:41:07.9",108954,3,0,5.76,-0.11,0.2,34.67,5.76105
"2025-09-23 16:41:07.95",108955,4,0,5.95,-0.12,0.19,34.69,5.95121
"2025-09-23 16:41:08",108956,5,0,5.48,-0.64,-0.28,34.68,5.517246
"2025-09-23 16:41:08.05",108957,6,1,5.27,0.21,-0.08,34.67,5.274182
"2025-09-23 16:41:08.1",108958,1,10,5.3,-0.08,0.03,34.68,5.300604
"2025-09-23 16:41:08.15",108959,2,38,5.55,-0.28,-0.14,34.69,5.557059
"2025-09-23 16:41:08.2",108960,3,0,5.29,0.17,-0.4,34.69,5.292731
"2025-09-23 16:41:08.25",108961,4,0,4.94,0.17,-0.45,34.69,4.942924
"2025-09-23 16:41:08.3",108962,5,0,4.76,-0.55,-0.32,34.68,4.79167
"2025-09-23 16:41:08.35",108963,6,1,5.18,-0.24,0.07,34.66,5.185556
"2025-09-23 16:41:08.4",108964,1,10,5.18,-0.13,0.31,34.69,5.181631
"2025-09-23 16:41:08.45",108965,2,38,5.14,0.14,-0.31,34.68,5.141906
"2025-09-23 16:41:08.5",108966,3,0,4.98,0.14,-0.63,34.68,4.981967
"2025-09-23 16:41:08.55",108967,4,0,4.99,0.27,-0.49,34.69,4.997299
"2025-09-23 16:41:08.6",108968,5,0,5.02,0.02,-0.41,34.71,5.02004
"2025-09-23 16:41:08.65",108969,6,1,5.34,0.23,-0.24,34.69,5.344951
"2025-09-23 16:41:08.7",108970,1,10,5.44,-0.16,0.03,34.69,5.442353
"2025-09-23 16:41:08.75",108971,2,38,5.78,-0.12,0.16,34.66,5.781246
"2025-09-23 16:41:08.8",108972,3,0,5.83,-0.15,0.06,34.72,5.831929
"2025-09-23 16:41:08.85",108973,4,0,5.83,-0.14,0.22,34.69,5.831681
"2025-09-23 16:41:08.9",108974,5,0,5.98,-0.12,0.31,34.67,5.981204
"2025-09-23 16:41:08.95",108975,6,1,5.68,-0.13,0.07,34.73,5.681487
"2025-09-23 16:41:09",108976,1,10,5.39,0.34,-0.47,34.7,5.400713
"2025-09-23 16:41:09.05",108977,2,38,5.53,0.24,0.07,34.69,5.535206
"2025-09-23 16:41:09.1",108978,3,0,5.92,0.02,0.28,34.71,5.920034
"2025-09-23 16:41:09.15",108979,4,0,6.17,-0.15,0.08,34.68,6.171823
"2025-09-23 16:41:09.2",108980,5,0,5.91,-0.42,-0.13,34.69,5.924905
"2025-09-23 16:41:09.25",108981,6,1,5.69,-0.41,-0.08,34.66,5.704752
"2025-09-23 16:41:09.3",108982,1,10,5.53,0.25,0.22,34.68,5.535648
"2025-09-23 16:41:09.35",108983,2,38,5.42,0.48,0.09,34.68,5.441213
"2025-09-23 16:41:09.4",108984,3,0,6.24,-0.34,0.06,34.71,6.249256
"2025-09-23 16:41:09.45",108985,4,0,6.06,-0.23,-0.12,34.7,6.064363
"2025-09-23 16:41:09.5",108986,5,0,6.16,-0.15,-0.12,34.72,6.161826
"2025-09-23 16:41:09.55",108987,6,1,5.91,-0.21,-0.18,34.71,5.91373
"2025-09-23 16:41:09.6",108988,1,10,5.86,-0.12,-0.23,34.7,5.861229
"2025-09-23 16:41:09.65",108989,2,38,5.63,-0.14,0.14,34.69,5.631741
"2025-09-23 16:41:09.7",108990,3,0,6.02,-0.19,0.35,34.71,6.022997
"2025-09-23 16:41:09.75",108991,4,0,6.05,-0.15,0.13,34.7,6.051859
"2025-09-23 16:41:09.8",108992,5,0,5.7,0.06,0.29,34.68,5.700315
"2025-09-23 16:41:09.85",108993,6,1,5.53,-0.21,0.38,34.7,5.533986
"2025-09-23 16:41:09.9",108994,1,10,5.46,-0.14,0.41,34.69,5.461794
"2025-09-23 16:41:09.95",108995,2,38,5.73,0.2,0.49,34.71,5.73349
"2025-09-23 16:41:10",108996,3,0,5.27,0.9,-0.03,34.69,5.346298
"2025-09-23 16:41:10.05",108997,4,0,5.1,0.62,-0.52,34.69,5.137548
"2025-09-23 16:41:10.1",108998,5,0,5.17,0.01,-0.39,34.68,5.17001
"2025-09-23 16:41:10.15",108999,6,1,5.24,-0.11,0.14,34.7,5.241154
"2025-09-23 16:41:10.2",109000,1,10,5.45,-0.49,0.13,34.69,5.471983
"2025-09-23 16:41:10.25",109001,2,38,5.22,-0.45,-0.4,34.68,5.23936
"2025-09-23 16:41:10.3",109002,3,0,5.65,0.56,-0.3,34.69,5.677684
"2025-09-23 16:41:10.35",109003,4,0,5.85,0.55,-0.07,34.73,5.875798
"2025-09-23 16:41:10.4",109004,5,0,5.69,0.03,-0.09,34.69,5.690079
"2025-09-23 16:41:10.45",109005,6,1,5.73,-0.15,-0.01,34.7,5.731963
"2025-09-23 16:41:10.5",109006,1,10,5.92,-0.13,0.24,34.69,5.921427
"2025-09-23 16:41:10.55",109007,2,38,6.09,-0.34,0.09,34.7,6.099483
"2025-09-23 16:41:10.6",109008,3,0,6.17,-0.15,0.05,34.69,6.171823
"2025-09-23 16:41:10.65",109009,4,0,5.83,-0.11,0.1,34.69,5.831038
"2025-09-23 16:41:10.7",109010,5,0,6.15,-0.18,0.04,34.68,6.152634
"2025-09-23 16:41:10.75",109011,6,1,5.94,-0.07,0.09,34.69,5.940413
"2025-09-23 16:41:10.8",109012,1,10,5.55,0.1,-0.11,34.69,5.550901
"2025-09-23 16:41:10.85",109013,2,38,5.51,-0.12,-0.04,34.68,5.511307
"2025-09-23 16:41:10.9",109014,3,0,5.57,0.22,0.09,34.68,5.574343
"2025-09-23 16:41:10.95",109015,4,0,5.48,0.22,0.07,34.69,5.484414
"2025-09-23 16:41:11",109016,5,0,5.77,-0.17,0.16,34.68,5.772504
"2025-09-23 16:41:11.05",109017,6,1,5.39,0.02,-0.19,34.69,5.390037
"2025-09-23 16:41:11.1",109018,1,10,4.51,-0.1,-0.4,34.69,4.511109
"2025-09-23 16:41:11.15",109019,2,38,4.47,0.18,-0.67,34.69,4.473622
"2025-09-23 16:41:11.2",109020,3,0,4.85,0.04,0.06,34.68,4.850165
"2025-09-23 16:41:11.25",109021,4,0,5.18,0.23,-0.18,34.67,5.185103
"2025-09-23 16:41:11.3",109022,5,0,5.25,0.15,0.12,34.66,5.252142
"2025-09-23 16:41:11.35",109023,6,1,5.3,0.07,0.15,34.68,5.300462
"2025-09-23 16:41:11.4",109024,1,10,5.14,0.2,-0.03,34.7,5.143889
"2025-09-23 16:41:11.45",109025,2,38,5.63,0.56,-0.04,34.68,5.657783
"2025-09-23 16:41:11.5",109026,3,0,5.62,0.23,0.48,34.69,5.624704
"2025-09-23 16:41:11.55",109027,4,0,5.83,-0.15,-0.24,34.68,5.831929
"2025-09-23 16:41:11.6",109028,5,0,5.46,0.32,-0.43,34.68,5.469369
"2025-09-23 16:41:11.65",109029,6,1,5.75,-0.17,-0.3,34.66,5.752512
"2025-09-23 16:41:11.7",109030,1,10,5.11,-0.13,0.28,34.68,5.111653
"2025-09-23 16:41:11.75",109031,2,38,4.78,-0.14,0.03,34.67,4.78205
"2025-09-23 16:41:11.8",109032,3,0,5.05,-0.17,-0.15,34.66,5.052861
"2025-09-23 16:41:11.85",109033,4,0,5.28,-0.36,0.22,34.68,5.292259
"2025-09-23 16:41:11.9",109034,5,0,4.87,0.31,-0.17,34.69,4.879856
"2025-09-23 16:41:11.95",109035,6,1,4.93,-0.56,-0.57,34.68,4.961703
"2025-09-23 16:41:12",109036,1,10,5.31,0.01,-0.77,34.65,5.310009
"2025-09-23 16:41:12.05",109037,2,38,5.35,0.09,-0.08,34.68,5.350757
"2025-09-23 16:41:12.1",109038,3,0,5.66,-0.14,-0.07,34.71,5.661731
"2025-09-23 16:41:12.15",109039,4,0,5.58,0.34,0.14,34.69,5.590349
"2025-09-23 16:41:12.2",109040,5,0,5.68,-0.09,0.13,34.69,5.680713
"2025-09-23 16:41:12.25",109041,6,1,6.16,-0.16,-0.09,34.7,6.162077
"2025-09-23 16:41:12.3",109042,1,10,5.86,-0.17,0.02,34.7,5.862466
"2025-09-23 16:41:12.35",109043,2,38,5.72,-0.22,0.06,34.68,5.724229
"2025-09-23 16:41:12.4",109044,3,0,6.22,-0.16,0.01,34.68,6.222057
"2025-09-23 16:41:12.45",109045,4,0,5.89,0.35,-0.01,34.68,5.90039
"2025-09-23 16:41:12.5",109046,5,0,5.61,0.09,0.03,34.69,5.610722
"2025-09-23 16:41:12.55",109047,6,1,5.63,0.07,-0.11,34.7,5.630435
"2025-09-23 16:41:12.6",109048,1,10,5.58,0.28,0.02,34.67,5.58702
"2025-09-23 16:41:12.65",109049,2,38,5.65,0.11,0.05,34.68,5.651071
"2025-09-23 16:41:12.7",109050,3,0,6.02,-0.44,0.13,34.7,6.036058
"2025-09-23 16:41:12.75",109051,4,0,5.23,-0.07,0.36,34.68,5.230468
"2025-09-23 16:41:12.8",109052,5,0,4.97,0.19,0.25,34.69,4.97363
"2025-09-23 16:41:12.85",109053,6,1,5.26,-0.15,0.13,34.68,5.262138
"2025-09-23 16:41:12.9",109054,1,10,5.15,0.18,-0.1,34.67,5.153145
"2025-09-23 16:41:12.95",109055,2,38,5.04,0.44,-0.02,34.68,5.05917
"2025-09-23 16:41:13",109056,3,0,5.42,0.17,-0.31,34.68,5.422666
"2025-09-23 16:41:13.05",109057,4,0,5.41,0.26,-0.57,34.7,5.416244
"2025-09-23 16:41:13.1",109058,5,0,5.74,0.33,-0.5,34.68,5.749478
"2025-09-23 16:41:13.15",109059,6,1,5.71,0.19,-0.15,34.66,5.71316
"2025-09-23 16:41:13.2",109060,1,10,6.06,-0.17,0.06,34.7,6.062384
"2025-09-23 16:41:13.25",109061,2,38,6.13,-0.14,-0.14,34.7,6.131598
"2025-09-23 16:41:13.3",109062,3,0,5.75,-0.27,-0.15,34.71,5.756336
"2025-09-23 16:41:13.35",109063,4,0,5.58,0,-0.02,34.68,5.58
"2025-09-23 16:41:13.4",109064,5,0,5.65,-0.2,0.24,34.7,5.653539
"2025-09-23 16:41:13.45",109065,6,1,5.7,-0.39,0.03,34.7,5.713326
"2025-09-23 16:41:13.5",109066,1,10,5.86,-0.14,-0.04,34.69,5.861672
"2025-09-23 16:41:13.55",109067,2,38,5.64,0.24,0.24,34.69,5.645104
"2025-09-23 16:41:13.6",109068,3,0,5.39,0.49,-0.19,34.69,5.412227
"2025-09-23 16:41:13.65",109069,4,0,5.36,-0.13,-0.75,34.71,5.361576
"2025-09-23 16:41:13.7",109070,5,0,5.63,0.01,-0.22,34.68,5.630009
"2025-09-23 16:41:13.75",109071,6,1,5.25,0.22,-0.24,34.68,5.254608
"2025-09-23 16:41:13.8",109072,1,10,5.16,-0.08,-0.04,34.67,5.16062
"2025-09-23 16:41:13.85",109073,2,38,5.8,0.12,0.12,34.69,5.801241
"2025-09-23 16:41:13.9",109074,3,0,5.91,0.14,0.11,34.7,5.911658
"2025-09-23 16:41:13.95",109075,4,0,5.64,0.17,-0.11,34.68,5.642561
"2025-09-23 16:41:14",109076,5,0,6.17,-0.15,0.36,34.65,6.171823
"2025-09-23 16:41:14.05",109077,6,1,5.86,-0.48,-0.44,34.71,5.879626
"2025-09-23 16:41:14.1",109078,1,10,5.83,-0.1,-0.29,34.69,5.830857
"2025-09-23 16:41:14.15",109079,2,38,5.57,0.13,0.04,34.7,5.571517
"2025-09-23 16:41:14.2",109080,3,0,5.41,0.06,0.1,34.69,5.410333
"2025-09-23 16:41:14.25",109081,4,0,5.53,0.34,0.08,34.68,5.540442
"2025-09-23 16:41:14.3",109082,5,0,5.21,0.43,-0.15,34.7,5.227715
"2025-09-23 16:41:14.35",109083,6,1,5.44,0.05,0.07,34.69,5.44023
"2025-09-23 16:41:14.4",109084,1,10,5.53,0.49,0.21,34.7,5.551667
"2025-09-23 16:41:14.45",109085,2,38,5.42,0.01,-0.4,34.71,5.420009
"2025-09-23 16:41:14.5",109086,3,0,5.78,0.11,-0.16,34.68,5.781047
"2025-09-23 16:41:14.55",109087,4,0,5.55,0.49,0.09,34.68,5.571589
"2025-09-23 16:41:14.6",109088,5,0,5.38,0.21,-0.01,34.72,5.384097
"2025-09-23 16:41:14.65",109089,6,1,5.39,-0.13,0,34.69,5.391567
"2025-09-23 16:41:14.7",109090,1,10,6.18,-0.22,0.31,34.71,6.183915
"2025-09-23 16:41:14.75",109091,2,38,5.68,0.12,0.17,34.68,5.681267
"2025-09-23 16:41:14.8",109092,3,0,5.7,-0.4,0.2,34.68,5.714018
"2025-09-23 16:41:14.85",109093,4,0,5.97,-0.4,-0.1,34.7,5.983385
"2025-09-23 16:41:14.9",109094,5,0,5.88,-0.63,-0.01,34.69,5.913654
"2025-09-23 16:41:14.95",109095,6,1,5.03,0.04,-0.12,34.68,5.030159
"2025-09-23 16:41:15",109096,1,10,5.41,0.22,0.04,34.68,5.414471
"2025-09-23 16:41:15.05",109097,2,38,5.39,0.33,-0.32,34.68,5.400093
"2025-09-23 16:41:15.1",109098,3,0,5.79,-0.25,0.16,34.71,5.795395
"2025-09-23 16:41:15.15",109099,4,0,6.11,-0.21,0.31,34.7,6.113608
"2025-09-23 16:41:15.2",109100,5,0,6.11,-0.3,0.09,34.7,6.117361
"2025-09-23 16:41:15.25",109101,6,1,6.01,0.46,-0.08,34.72,6.027578
"2025-09-23 16:41:15.3",109102,1,10,5.79,0.52,-0.18,34.69,5.813304
"2025-09-23 16:41:15.35",109103,2,38,5.32,0.39,-0.24,34.69,5.334276
"2025-09-23 16:41:15.4",109104,3,0,4.96,-0.25,-0.37,34.7,4.966297
"2025-09-23 16:41:15.45",109105,4,0,5.65,-0.29,0.12,34.69,5.657437
"2025-09-23 16:41:15.5",109106,5,0,6.17,-0.28,0.15,34.7,6.17635
"2025-09-23 16:41:15.55",109107,6,1,5.75,0.05,0.01,34.7,5.750217
"2025-09-23 16:41:15.6",109108,1,10,5.31,0.25,0.04,34.69,5.315882
"2025-09-23 16:41:15.65",109109,2,38,5.43,0.23,-0.1,34.71,5.434869
"2025-09-23 16:41:15.7",109110,3,0,5.74,0.1,-0.22,34.7,5.74087
"2025-09-23 16:41:15.75",109111,4,0,5.76,-0.16,-0.21,34.69,5.762222
"2025-09-23 16:41:15.8",109112,5,0,5.78,-0.18,0.1,34.69,5.782802
"2025-09-23 16:41:15.85",109113,6,1,5.76,0.06,0.46,34.7,5.760313
"2025-09-23 16:41:15.9",109114,1,10,5.94,0.2,0.05,34.72,5.943366
"2025-09-23 16:41:15.95",109115,2,38,6.17,-0.13,0.06,34.69,6.17137
"2025-09-23 16:41:16",109116,3,0,5.49,0.2,0.25,34.68,5.493641
"2025-09-23 16:41:16.05",109117,4,0,5.58,0.21,0.33,34.71,5.58395
"2025-09-23 16:41:16.1",109118,5,0,5.29,0.16,-0.62,34.67,5.292419
"2025-09-23 16:41:16.15",109119,6,1,5.69,-0.02,-0.12,34.68,5.690035
"2025-09-23 16:41:16.2",109120,1,10,5.85,0.13,-0.45,34.7,5.851444
"2025-09-23 16:41:16.25",109121,2,38,5.81,-0.14,-0.19,34.67,5.811687
"2025-09-23 16:41:16.3",109122,3,0,5.86,-0.08,0.05,34.69,5.860547
"2025-09-23 16:41:16.35",109123,4,0,5.5,-0.12,0.36,34.68,5.501309
"2025-09-23 16:41:16.4",109124,5,0,5.67,0.12,0.07,34.7,5.67127
"2025-09-23 16:41:16.45",109125,6,1,5.8,0.12,-0.12,34.68,5.801241
"2025-09-23 16:41:16.5",109126,1,10,5.87,0.14,0.27,34.69,5.871669
"2025-09-23 16:41:16.55",109127,2,38,5.7,-0.16,0.16,34.69,5.702245
"2025-09-23 16:41:16.6",109128,3,0,6.04,-0.29,0.24,34.69,6.046957
"2025-09-23 16:41:16.65",109129,4,0,5.73,-0.7,-0.05,34.69,5.772599
"2025-09-23 16:41:16.7",109130,5,0,5.33,0.19,-0.16,34.68,5.333385
"2025-09-23 16:41:16.75",109131,6,1,5.05,-0.4,-0.33,34.68,5.065817
"2025-09-23 16:41:16.8",109132,1,10,4.82,0.08,-0.31,34.68,4.820664
"2025-09-23 16:41:16.85",109133,2,38,5.46,-0.12,-0.41,34.7,5.461318
"2025-09-23 16:41:16.9",109134,3,0,5.84,-0.15,-0.19,34.71,5.841926
"2025-09-23 16:41:16.95",109135,4,0,5.6,0.09,-0.06,34.69,5.600723
"2025-09-23 16:41:17",109136,5,0,5.7,0.18,-0.22,34.67,5.702841
"2025-09-23 16:41:17.05",109137,6,1,5.53,-0.1,0.07,34.68,5.530904
"2025-09-23 16:41:17.1",109138,1,10,5.94,-0.26,0.23,34.67,5.945687
"2025-09-23 16:41:17.15",109139,2,38,6.22,-0.5,-0.08,34.69,6.240064
"2025-09-23 16:41:17.2",109140,3,0,5.91,0.03,-0.14,34.71,5.910076
"2025-09-23 16:41:17.25",109141,4,0,5.45,0.06,-0.36,34.7,5.45033
"2025-09-23 16:41:17.3",109142,5,0,5.66,0.14,-0.01,34.7,5.661731
"2025-09-23 16:41:17.35",109143,6,1,5.3,-0.23,0.03,34.68,5.304988
"2025-09-23 16:41:17.4",109144,1,10,5.89,-0.43,-0.04,34.72,5.905675
"2025-09-23 16:41:17.45",109145,2,38,5.18,-0.1,0.06,34.66,5.180965
"2025-09-23 16:41:17.5",109146,3,0,5.27,-0.11,0,34.69,5.271148
"2025-09-23 16:41:17.55",109147,4,0,5.55,0.02,0.33,34.68,5.550036
"2025-09-23 16:41:17.6",109148,5,0,5.72,-0.1,-0.03,34.7,5.720874
"2025-09-23 16:41:17.65",109149,6,1,5.35,0.1,0.25,34.7,5.350935
"2025-09-23 16:41:17.7",109150,1,10,5.44,0.49,-0.01,34.7,5.462024
